cnumber,ibu,abv,style,bcity
Шум,0.00,0.45,0.87150,0.29368
Шум,0.00,0.50,0.44583,0.29368
Шум,0.00,0.43,0.92735,0.29368
Шум,0.00,0.38,0.74375,0.21732
Шум,0.00,0.31,0.16544,0.21732
Шум,0.00,0.52,0.99980,0.21732
Шум,0.31,0.37,0.92735,1.00000
Шум,0.26,0.43,0.21484,0.13508
Шум,0.17,0.49,0.87150,0.13508
Шум,0.09,0.44,0.39015,0.13508
Шум,0.50,0.55,0.99980,0.13508
Шум,0.00,0.47,0.64934,0.22563
Шум,0.00,0.75,0.46637,0.22563
Шум,0.00,0.62,0.59215,0.22563
Шум,0.87,0.62,0.46637,0.22563
Шум,0.87,0.62,0.46637,0.22563
Шум,0.15,0.36,0.56246,0.12772
Шум,0.55,0.55,0.44583,0.12772
Шум,0.12,0.38,0.59469,0.12772
Шум,0.12,0.46,0.10891,0.12772
Шум,0.00,0.39,0.45666,0.03523
Шум,0.00,0.57,0.45666,0.03523
Шум,0.00,0.55,0.11182,0.03523
Шум,0.12,0.41,0.92735,0.75472
Шум,0.34,0.45,0.91996,0.75472
Шум,0.37,0.49,0.92735,0.75472
Шум,0.26,0.41,0.92735,0.47828
Шум,0.00,0.43,0.27293,0.47828
Шум,0.25,0.54,0.59469,0.47828
Шум,0.73,0.77,0.46637,0.47828
Шум,0.33,0.36,0.44583,0.03969
Шум,0.00,0.35,0.43721,0.24683
Шум,0.00,0.00,0.31309,0.89206
Шум,0.00,0.45,0.56246,0.59481
Шум,0.00,0.46,0.14557,0.59481
Шум,0.00,0.37,0.92735,0.59481
Шум,0.00,0.34,0.68994,0.03969
Шум,0.14,0.38,0.10891,0.13652
Шум,0.00,0.32,0.17396,0.13652
Шум,0.00,0.38,0.87150,0.13652
Шум,0.09,0.40,0.16544,0.97172
Шум,0.14,0.31,0.70848,0.36372
Шум,0.29,0.48,0.21017,0.36372
Шум,0.60,0.48,0.44583,0.36372
Шум,0.17,0.41,0.03435,0.63367
Шум,0.37,0.47,0.44583,0.63367
Шум,0.47,0.43,0.10891,0.05352
Шум,0.23,0.43,0.28994,0.05352
Шум,0.27,0.42,0.92735,0.05352
Шум,0.20,0.41,0.88839,0.05352
Шум,0.00,0.41,0.56246,0.77944
Шум,0.00,0.51,0.44583,0.77944
Шум,0.00,0.59,0.19308,0.77944
Шум,0.00,0.00,0.91867,0.77944
Шум,0.15,0.45,0.21017,0.17398
Шум,0.09,0.41,0.16544,0.17398
Шум,0.65,0.94,0.46564,0.17398
Шум,0.00,0.43,0.65336,0.17398
Шум,0.83,0.66,0.46637,0.17398
Шум,0.27,0.45,0.44583,0.17398
Шум,0.17,0.40,0.03435,0.17398
Шум,0.37,0.41,0.21017,0.17398
Шум,0.26,0.35,0.07331,0.17398
Шум,0.00,0.43,0.70848,0.56509
Шум,0.26,0.55,0.21017,0.56509
Шум,0.16,0.39,0.16544,0.56509
Шум,0.14,0.35,0.70848,0.56509
Шум,0.27,0.43,0.92735,0.56509
Шум,0.21,0.35,0.56246,0.56509
Шум,0.63,0.57,0.44583,0.28145
Шум,0.24,0.43,0.95766,0.28145
Шум,0.00,0.39,0.68994,0.75573
Шум,0.00,0.53,0.44583,0.75573
Шум,0.53,0.48,0.44583,0.75378
Шум,0.00,0.51,0.34718,0.75378
Шум,0.22,0.47,0.56246,0.75378
Шум,0.00,0.45,0.44583,0.86284
Шум,0.00,0.62,0.25581,0.86284
Шум,0.00,0.64,0.52687,0.53651
Шум,0.68,0.59,0.56246,0.53651
Шум,0.33,0.35,0.43721,0.53651
Шум,0.19,0.64,0.52687,0.53651
Шум,0.62,0.59,0.44583,0.53651
Шум,0.38,0.43,0.92735,0.97962
Шум,0.19,0.42,0.31309,0.47939
Шум,0.46,0.59,0.44583,0.47939
Шум,0.14,0.40,0.22714,0.47939
Шум,0.30,0.32,0.44583,0.28929
Шум,0.35,0.38,0.44583,0.28929
Шум,0.20,0.41,0.56246,0.28929
Шум,0.51,0.48,0.44583,0.28929
Шум,0.00,0.38,0.07331,0.28929
Шум,0.51,0.48,0.44583,0.28929
Шум,0.27,0.45,0.92735,0.28929
Шум,0.15,0.42,0.87150,0.28929
Шум,0.20,0.41,0.56246,0.28929
Шум,0.51,0.48,0.44583,0.28929
Шум,0.35,0.38,0.44583,0.28929
Шум,0.00,0.36,0.10891,0.28929
Шум,0.50,0.49,0.44583,0.44711
Шум,0.32,0.45,0.91867,0.44711
Шум,0.32,0.45,0.91867,0.44711
Шум,0.13,0.40,0.88529,0.44711
Шум,0.27,0.40,0.92735,0.44711
Шум,0.17,0.60,0.34410,0.44711
Шум,0.00,0.35,0.12336,0.44711
Шум,0.00,0.51,0.92735,0.44711
Шум,0.50,0.55,0.39309,0.44711
Шум,0.00,0.35,0.27241,0.29612
Шум,0.00,0.47,0.05216,0.55367
Шум,0.00,0.56,0.46637,0.55367
Шум,0.00,0.38,0.21484,0.55367
Шум,0.00,0.39,0.60787,0.55367
Шум,0.08,0.39,0.14150,0.84396
Шум,0.17,0.31,0.31309,0.84396
Шум,0.31,0.31,0.44583,0.84396
Шум,0.60,0.57,0.44583,0.84396
Шум,0.13,0.31,0.70848,0.84396
Шум,0.24,0.31,0.44110,0.84396
Шум,0.60,0.57,0.44583,0.84396
Шум,0.25,0.31,0.92735,0.84396
Шум,0.22,0.31,0.92735,0.84396
Шум,0.00,0.43,0.60787,0.34779
Шум,0.55,0.47,0.44583,0.67730
Шум,0.19,0.37,0.42990,0.67730
Шум,0.00,0.51,0.52088,0.49140
Шум,0.00,0.51,0.52088,0.49140
Шум,0.00,0.51,0.52088,0.49140
Шум,0.00,0.01,0.79607,0.66656
Шум,0.00,0.53,0.87150,0.66656
Шум,0.00,0.50,0.45666,0.66656
Шум,0.00,0.61,1.00000,0.66656
Шум,0.00,0.66,0.11182,0.66656
Шум,0.65,0.66,0.46637,0.03523
Шум,0.08,0.33,0.06278,0.03523
Шум,0.00,0.43,0.92735,0.03523
Шум,0.00,0.47,0.34732,0.03523
Шум,0.37,0.35,0.44583,0.86730
Шум,0.12,0.35,0.55751,0.86730
Шум,0.00,0.47,0.44583,0.86730
Шум,0.00,1.00,0.80245,0.00775
Шум,0.00,0.81,0.86517,0.00775
Шум,0.18,0.53,0.64934,0.00775
Шум,0.37,0.77,0.59215,0.00775
Шум,0.00,0.59,0.87150,0.00775
Шум,0.00,0.47,0.21484,0.00775
Шум,0.24,0.51,0.05216,0.00775
Шум,0.22,0.59,0.64934,0.00775
Шум,0.65,0.77,0.46637,0.00775
Шум,0.00,0.64,0.52939,0.00775
Шум,0.00,0.60,0.14150,0.00775
Шум,0.22,0.59,0.45666,0.00775
Шум,0.00,0.54,0.10700,0.00775
Шум,0.12,0.38,0.95766,0.00775
Шум,0.17,0.38,0.95766,0.00775
Шум,0.00,0.52,0.59469,0.00775
Шум,0.00,0.45,0.92735,0.00775
Шум,0.00,0.56,0.44583,0.00775
Шум,0.17,0.41,0.87150,0.01200
Шум,0.51,0.51,0.44583,0.01200
Шум,0.00,0.31,0.92735,0.84396
Шум,0.55,0.70,0.46637,0.84396
Шум,0.00,0.62,0.52687,0.84396
Шум,0.00,0.47,0.05216,0.84396
Шум,0.00,0.47,0.05216,0.84396
Шум,0.00,0.31,0.16544,0.84396
Шум,0.55,0.70,0.46637,0.84396
Шум,0.00,0.31,0.92735,0.84396
Шум,0.00,0.41,0.14557,0.33057
Шум,0.19,0.72,0.29501,0.12547
Шум,0.17,0.62,0.55751,0.12547
Шум,0.23,0.59,0.87150,0.12547
Шум,0.19,0.72,0.25581,0.12547
Шум,0.62,0.57,0.44583,0.12547
Шум,0.62,0.59,0.52552,0.12547
Шум,0.27,0.31,0.44583,0.59405
Шум,0.40,0.47,0.44583,0.59405
Шум,0.37,0.44,0.44583,0.59405
Шум,0.00,0.37,0.55751,0.59405
Шум,0.62,0.66,0.46637,0.59405
Шум,0.00,0.37,0.10891,0.59405
Шум,0.13,0.40,0.81990,0.59405
Шум,0.27,0.31,0.44583,0.59405
Шум,0.15,0.41,0.14150,0.59405
Шум,0.08,0.35,0.16544,0.59405
Шум,0.40,0.47,0.44583,0.59405
Шум,0.00,0.37,0.56246,0.48498
Шум,0.49,0.41,0.44583,0.81214
Шум,0.15,0.42,0.17396,0.81214
Шум,0.00,0.55,0.28994,0.81214
Шум,0.00,0.55,0.44583,0.81214
Шум,0.00,0.70,0.86650,0.91076
Шум,0.00,0.55,0.21017,0.91076
Шум,0.00,0.43,0.56246,0.91076
Шум,0.00,0.00,0.44583,0.91076
Шум,0.04,0.31,0.06278,0.22806
Шум,0.12,0.39,0.55751,0.22806
Шум,0.47,0.53,0.44583,0.22806
Шум,0.17,0.45,0.34410,0.80705
Шум,0.00,0.41,0.31309,0.80705
Шум,0.40,0.45,0.44583,0.80705
Шум,0.00,0.00,0.49598,0.92998
Шум,0.00,0.62,0.18808,0.92998
Шум,0.00,0.00,0.13756,0.92998
Шум,0.65,0.59,0.44583,0.92998
Шум,0.00,0.00,0.17396,0.92998
Шум,0.21,0.38,0.15667,0.92998
Шум,0.00,0.41,0.56246,0.92998
Шум,0.00,0.43,0.41332,0.97389
Шум,0.00,0.39,0.44583,0.97389
Шум,0.00,0.43,0.41332,0.97389
Шум,0.00,0.43,0.41332,0.97389
Шум,0.00,0.47,0.44583,0.54424
Шум,0.22,0.38,0.43261,0.72720
Шум,0.22,0.38,0.94546,0.72720
Шум,0.22,0.38,0.94546,0.72720
Шум,0.73,0.64,0.46637,0.36089
Шум,0.00,0.35,0.14150,0.36089
Шум,0.00,0.39,0.87150,0.36089
Шум,0.20,0.41,0.70848,0.36089
Шум,0.73,0.64,0.46637,0.36089
Шум,0.73,0.64,0.46637,0.36089
Шум,0.10,0.33,0.55751,0.36089
Шум,0.17,0.47,0.28994,0.36089
Шум,0.00,0.35,0.14150,0.36089
Шум,0.30,0.44,0.92735,0.36089
Шум,0.16,0.53,0.45666,0.72311
Шум,0.15,0.45,0.96786,0.72311
Шум,0.19,0.35,0.43721,0.72311
Шум,0.33,0.40,0.92735,0.72311
Шум,0.00,0.42,0.07392,0.28425
Шум,0.00,0.59,0.18808,0.28425
Шум,0.00,0.39,0.27241,0.28425
Шум,0.00,0.56,0.92735,0.40588
Шум,0.00,0.39,0.70848,0.40588
Шум,0.60,0.58,0.44583,0.04482
Шум,0.23,0.62,0.21017,0.04482
Шум,0.00,0.43,0.31309,0.79674
Шум,0.44,0.55,0.44583,0.79674
Шум,0.00,0.41,0.21017,0.79674
Шум,0.28,0.38,0.44583,0.79674
Шум,0.00,0.46,0.21484,0.80241
Шум,0.45,0.48,0.44583,0.80241
Шум,0.17,0.35,0.43721,0.80241
Шум,0.53,0.45,0.44583,0.75472
Шум,0.00,0.35,0.87150,0.75472
Шум,0.98,0.46,0.44583,0.23409
Шум,0.12,0.37,0.49598,0.72999
Шум,0.00,0.39,0.52088,0.28460
Шум,0.60,0.51,0.44583,0.93325
Шум,0.12,0.22,0.43721,0.93325
Шум,0.50,0.51,0.44583,0.98602
Шум,0.19,0.35,0.27293,0.28213
Шум,0.22,0.60,0.46637,0.28213
Шум,0.37,0.47,0.92735,0.28213
Шум,0.00,0.33,0.15667,0.23421
Шум,0.00,0.64,0.39309,0.23421
Шум,0.00,0.43,0.14150,0.23421
Шум,0.00,0.59,0.14557,0.23421
Шум,0.33,0.52,0.75229,0.23421
Шум,0.00,0.43,0.44110,0.23421
Шум,0.29,0.43,0.92735,0.23421
6,0.51,0.55,0.44583,0.36746
6,0.51,0.55,0.44583,0.36746
6,0.51,0.55,0.44583,0.36746
6,0.50,0.54,0.44583,0.37830
6,0.51,0.55,0.44583,0.40414
21,0.00,0.43,0.91996,0.60664
21,0.00,0.42,0.92735,0.61021
21,0.00,0.44,0.92735,0.63317
21,0.00,0.42,0.92735,0.64470
21,0.00,0.44,0.92735,0.63961
27,0.47,0.54,0.44583,0.08922
27,0.51,0.55,0.44583,0.06167
27,0.48,0.53,0.44583,0.06167
27,0.51,0.52,0.44583,0.05912
27,0.51,0.52,0.44583,0.05912
27,0.47,0.51,0.44583,0.06062
27,0.48,0.53,0.44583,0.06167
0,0.13,0.35,0.31309,0.75926
0,0.14,0.36,0.31309,0.73481
0,0.14,0.36,0.31309,0.73481
0,0.14,0.36,0.31309,0.73481
0,0.14,0.36,0.31309,0.73481
1,0.50,0.64,0.44583,0.32437
1,0.50,0.62,0.46637,0.32437
1,0.51,0.62,0.44583,0.31668
1,0.51,0.62,0.44583,0.31668
1,0.51,0.62,0.44583,0.31668
2,0.00,0.48,0.44583,0.46175
2,0.00,0.51,0.44583,0.45123
2,0.00,0.49,0.44583,0.44868
2,0.00,0.48,0.44583,0.45857
2,0.00,0.48,0.44583,0.45857
2,0.00,0.49,0.44583,0.43736
2,0.00,0.51,0.44583,0.44711
12,0.00,0.47,0.14150,0.12067
12,0.00,0.51,0.11182,0.12280
12,0.00,0.50,0.14557,0.12280
12,0.00,0.49,0.14557,0.12280
12,0.00,0.51,0.12336,0.12280
12,0.00,0.51,0.12336,0.12280
3,0.00,0.53,0.45666,0.97654
3,0.00,0.55,0.44583,0.97172
3,0.00,0.56,0.44583,0.94660
3,0.00,0.55,0.44583,0.98899
3,0.00,0.51,0.44583,1.00000
3,0.00,0.55,0.44583,1.00000
3,0.00,0.54,0.44583,0.98261
3,0.00,0.53,0.45666,0.98899
3,0.00,0.56,0.44583,0.96451
4,0.00,0.38,0.70848,0.97172
4,0.00,0.37,0.70848,0.97704
4,0.00,0.37,0.70848,0.98899
4,0.00,0.38,0.70848,0.94345
4,0.00,0.38,0.70848,0.94345
5,0.51,0.53,0.44583,0.18473
5,0.51,0.54,0.44583,0.20565
5,0.51,0.51,0.44583,0.19382
5,0.51,0.51,0.44583,0.19382
5,0.51,0.51,0.44583,0.19382
16,0.00,0.47,0.86517,0.08126
16,0.00,0.45,0.87150,0.08126
16,0.00,0.47,0.88529,0.08564
16,0.00,0.45,0.87150,0.10545
16,0.00,0.43,0.87150,0.11268
7,0.00,0.55,0.44583,0.24244
7,0.00,0.53,0.44583,0.25839
7,0.00,0.51,0.44583,0.23128
7,0.00,0.55,0.44583,0.23421
7,0.00,0.48,0.44583,0.23421
7,0.00,0.48,0.44583,0.22258
7,0.00,0.51,0.44583,0.22258
7,0.00,0.52,0.44583,0.22258
7,0.00,0.55,0.44583,0.23421
7,0.00,0.55,0.44583,0.23421
7,0.00,0.52,0.44583,0.21522
7,0.00,0.53,0.44583,0.20337
7,0.00,0.55,0.44583,0.22563
8,0.47,0.48,0.44583,0.97704
8,0.47,0.48,0.44583,0.97704
8,0.47,0.51,0.44583,1.00000
8,0.47,0.51,0.44583,0.97704
8,0.47,0.51,0.44583,0.97704
8,0.47,0.51,0.44583,0.97704
8,0.47,0.49,0.44583,0.97063
19,0.12,0.34,0.70848,0.05813
19,0.13,0.37,0.70848,0.05023
19,0.12,0.38,0.70848,0.06062
19,0.12,0.39,0.70848,0.05247
19,0.14,0.39,0.70848,0.06167
19,0.14,0.39,0.70848,0.06167
13,0.00,0.39,0.95766,0.08564
13,0.00,0.39,0.91996,0.12280
13,0.00,0.38,0.94546,0.11811
13,0.00,0.42,0.92735,0.09943
13,0.00,0.39,0.92735,0.11268
13,0.00,0.39,0.92735,0.10595
13,0.00,0.39,0.94546,0.10595
13,0.00,0.41,0.92735,0.12499
13,0.00,0.41,0.92735,0.12280
13,0.00,0.41,0.92735,0.13652
17,0.53,0.52,0.44583,0.25839
17,0.53,0.52,0.44583,0.25839
17,0.51,0.53,0.44583,0.27581
17,0.51,0.55,0.44583,0.28213
17,0.49,0.54,0.44583,0.28929
17,0.50,0.54,0.44583,0.28213
17,0.50,0.54,0.44583,0.28213
9,0.44,0.56,0.44583,0.56595
9,0.44,0.55,0.44583,0.56595
9,0.44,0.55,0.44583,0.56595
9,0.44,0.55,0.44583,0.56595
9,0.44,0.55,0.44583,0.56595
9,0.44,0.55,0.44583,0.56595
9,0.44,0.55,0.44583,0.56509
10,0.00,0.45,0.92735,0.20697
10,0.00,0.41,0.92735,0.23421
10,0.00,0.43,0.92735,0.20046
10,0.00,0.43,0.92735,0.20046
10,0.00,0.45,0.92735,0.22258
10,0.00,0.43,0.92735,0.22258
10,0.00,0.39,0.92735,0.23421
10,0.00,0.37,0.94546,0.23631
10,0.00,0.40,0.92735,0.23631
10,0.00,0.40,0.92735,0.23631
10,0.00,0.37,0.94546,0.23631
10,0.00,0.44,0.92735,0.18070
10,0.00,0.43,0.92735,0.22806
11,0.00,0.51,0.52687,0.12280
11,0.00,0.51,0.55751,0.12280
11,0.00,0.48,0.51971,0.12280
11,0.00,0.48,0.51971,0.12280
11,0.00,0.52,0.51971,0.12280
11,0.00,0.52,0.51971,0.12280
11,0.00,0.51,0.51971,0.12280
11,0.00,0.51,0.52939,0.13269
14,0.40,0.44,0.92735,0.34364
14,0.40,0.44,0.92735,0.34364
14,0.40,0.44,0.92735,0.34364
14,0.40,0.44,0.92735,0.34364
14,0.40,0.44,0.92735,0.34364
14,0.40,0.44,0.92735,0.34364
20,0.00,0.00,0.55751,0.74719
20,0.00,0.00,0.56246,0.74719
20,0.00,0.00,0.56246,0.72272
20,0.00,0.00,0.56246,0.72272
20,0.00,0.00,0.56246,0.71395
15,0.00,0.41,0.95766,0.56729
15,0.00,0.41,0.95766,0.56729
15,0.00,0.39,0.92735,0.56729
15,0.00,0.39,0.92735,0.56595
15,0.00,0.39,0.92735,0.55901
15,0.00,0.40,0.92735,0.57907
15,0.00,0.39,0.94546,0.55367
18,0.62,0.56,0.44583,0.06863
18,0.62,0.59,0.44583,0.06167
18,0.62,0.59,0.44583,0.06167
18,0.62,0.55,0.44583,0.05247
18,0.62,0.55,0.44583,0.05247
31,0.00,0.41,0.56246,0.82444
31,0.00,0.40,0.56246,0.86851
31,0.00,0.42,0.55751,0.84874
31,0.00,0.40,0.56246,0.84692
31,0.00,0.39,0.55751,0.86284
22,0.00,0.41,0.92735,0.98606
22,0.00,0.43,0.92735,0.98899
22,0.00,0.43,0.92735,0.98899
22,0.00,0.41,0.92735,0.98899
22,0.00,0.41,0.92735,0.98899
22,0.00,0.45,0.92735,0.98899
23,0.15,0.37,0.70848,0.41267
23,0.15,0.38,0.70848,0.40414
23,0.15,0.38,0.70848,0.40414
23,0.15,0.38,0.70848,0.40414
23,0.16,0.41,0.70848,0.40414
23,0.16,0.40,0.70848,0.39367
23,0.16,0.40,0.70848,0.39367
23,0.15,0.39,0.70848,0.39604
23,0.15,0.39,0.70848,0.39604
24,0.00,0.51,0.52687,0.59357
24,0.00,0.53,0.52088,0.58862
24,0.00,0.54,0.52088,0.58862
24,0.00,0.53,0.52088,0.58862
24,0.00,0.53,0.52088,0.58862
24,0.00,0.53,0.52088,0.58862
25,0.00,0.41,0.55751,0.22258
25,0.00,0.39,0.55751,0.23421
25,0.00,0.39,0.56246,0.23421
25,0.00,0.41,0.56246,0.23421
25,0.00,0.41,0.56246,0.23421
35,0.00,0.41,0.43721,0.48514
35,0.00,0.39,0.43721,0.45857
35,0.00,0.39,0.43721,0.45857
35,0.00,0.39,0.43721,0.45010
35,0.00,0.39,0.44583,0.47828
26,0.15,0.30,0.10891,0.72720
26,0.15,0.30,0.10891,0.72720
26,0.15,0.30,0.10891,0.72720
26,0.15,0.30,0.10891,0.72720
26,0.15,0.30,0.10891,0.72720
26,0.15,0.30,0.10891,0.72720
26,0.15,0.30,0.10891,0.72720
26,0.15,0.30,0.10891,0.72720
26,0.15,0.30,0.10891,0.72720
26,0.15,0.30,0.10891,0.72720
26,0.15,0.30,0.10891,0.72720
26,0.15,0.30,0.10891,0.72720
28,0.00,0.53,0.44583,0.54060
28,0.00,0.52,0.44583,0.54032
28,0.00,0.51,0.44583,0.55901
28,0.00,0.49,0.44583,0.57907
28,0.00,0.48,0.44583,0.54060
29,0.00,0.37,0.10891,0.72720
29,0.00,0.37,0.10891,0.70769
29,0.00,0.37,0.10891,0.70769
29,0.00,0.37,0.10891,0.70769
29,0.00,0.37,0.10891,0.70769
30,0.47,0.51,0.92735,0.12499
30,0.47,0.51,0.92735,0.12499
30,0.47,0.51,0.92735,0.12499
30,0.47,0.51,0.92735,0.12499
30,0.47,0.51,0.92735,0.12499
30,0.47,0.51,0.92735,0.12499
30,0.47,0.51,0.92735,0.12499
30,0.47,0.51,0.92735,0.12499
30,0.47,0.51,0.92735,0.13826
30,0.47,0.51,0.92735,0.13826
30,0.47,0.51,0.92735,0.13826
30,0.47,0.51,0.92735,0.13826
30,0.47,0.51,0.92735,0.13826
32,0.00,0.51,0.52088,0.28929
32,0.00,0.51,0.52088,0.28929
32,0.00,0.51,0.52088,0.28929
32,0.00,0.51,0.52088,0.28929
32,0.00,0.51,0.52088,0.28929
33,0.47,0.53,0.44583,0.01045
33,0.47,0.53,0.44583,0.01045
33,0.47,0.51,0.44583,0.01045
33,0.47,0.49,0.44583,0.02198
33,0.47,0.48,0.44583,0.00775
34,0.07,0.37,0.22714,0.02198
34,0.07,0.37,0.22714,0.02198
34,0.07,0.37,0.22714,0.02198
34,0.07,0.37,0.22714,0.02198
34,0.07,0.37,0.22714,0.02198
34,0.07,0.37,0.22714,0.02198
34,0.07,0.37,0.22714,0.02198
